% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=251882, Wed Sep 14 16:27:53 2022, <python>{}</python>
1 12 0.47443440555743854 1.0000466677555726 401.651148839909 4.0165114883990901e+02 417.32204838257866 inf   
2 24 0.45777027367627693 1.147978973459961 392.74719731993105 3.9274719731993105e+02 407.65983816097753 inf   
3 36 0.43697271510853625 1.1844345905931297 387.2821762088916 3.8728217620889160e+02 394.96608629387964 inf   
4 48 0.42833286442840746 1.2285370635640764 387.2821762088916 3.8740569430897807e+02 398.5939867687772 417.902338002663   
5 60 0.43099556486095336 1.2735305116590647 382.11986902619515 3.8211986902619515e+02 393.46882343132074 404.34200646019457   
6 72 0.42946922034669427 1.3256460329134263 381.89985513436903 3.8189985513436903e+02 394.6541499890153 400.6435101863524   
7 84 0.4178728711285089 1.355149592340006 374.6291222565082 3.7462912225650820e+02 396.4504449051289 406.14409249170404   
8 96 0.4475526118768473 1.3619792501870533 374.6291222565082 3.7855305848819921e+02 391.87812384266635 inf   
9 108 0.4626125064860708 1.4524583871633863 374.6291222565082 3.7489371672570553e+02 389.46908590840246 inf   
10 120 0.4649151205076799 1.4860392508954727 374.6291222565082 3.7615830295788902e+02 385.2404350858502 396.90858246113265   
11 132 0.45591726613214595 1.53247576827824 374.6291222565082 3.7817245334282978e+02 392.2394604442233 inf   
12 144 0.42216127337427245 1.5410432173430852 374.6291222565082 3.7846401873741922e+02 387.67686748249105 inf   
13 156 0.37746771426875375 1.5522328495532842 374.6291222565082 3.7965048508686954e+02 384.55670795928137 inf   
14 168 0.34820053845623794 1.5826352035989237 374.6291222565082 3.7770935036056943e+02 382.39058387399393 392.75966750399004   
15 180 0.3168098507531832 1.6129817736209549 374.3138356547354 3.7431383565473539e+02 383.3665877038169 388.55857708940465   
16 192 0.3167638904154708 1.6043856413447464 373.89715348809494 3.7389715348809494e+02 379.95457713256866 389.72696889060154   
17 204 0.3183629185927167 1.6128922573102864 372.90804439332413 3.7290804439332413e+02 378.39328311178895 389.75582395732476   
18 216 0.30678041071803486 1.6098843461993835 372.90804439332413 3.7334247115067961e+02 376.4792629190592 382.7389854694797   
19 228 0.2981354009699251 1.6574943303823553 372.90804439332413 3.7466168653011147e+02 376.7952418321007 386.3046280896574   
