latent_dimension,item_dimension,sample_size,key,method,early_runtime,late_runtime,early_steps,late_steps,early_l_optimal,early_l_estimated,late_l_optimal,late_l_estimated,rmse_early_A,rmse_early_delta,rmse_early_sigma,rmse_late_A,rmse_late_delta,rmse_psi,rmse_late_sigma,rmse_theta,rmse_gain_estimated,rmse_gain_pred_train
2,10,200,2022-11-15 19:49:58.072580,late_em,3.24,84.2,6.0,8.0,-1008.38,-1000.92,-1602.36,-1511.41,0.2681568031827395,0.1678413729457846,0.0318905158315133,0.6473719000625292,1.7093667471460976,0.3503783490742542,0.1869669088368312,0.5900255719045538,0.7538088795794131,1.0594722145278943
2,10,200,2022-11-15 19:49:58.072580,initial,0.0,0.0,0.0,0.0,-1010.31,-1035.2,-1484.61,-1852.31,0.2736602780401893,0.6115027169151472,0.0984292639411674,0.6661779135403906,1.2399538031464503,0.1940952729975668,0.2696852239185529,0.592667133039616,0.6241755058089093,0.9270411819571446
2,10,200,2022-11-15 19:49:58.072580,difference,2.25,2.57,6.0,6.0,-1008.62,-1001.59,-1485.92,-1443.21,0.2863716519714337,0.1588105366644656,0.0645588684845079,0.6038608192362624,0.8386176606572681,0.4362868382859513,0.1176271401227155,0.594921505944774,0.9223624427812254,0.9818211316654928
2,10,200,2022-11-15 19:49:58.072580,real_early,,79.0,,8.0,,,-1698.02,-1666.38,,,,0.5941148700781512,1.3057644154479446,0.32473299031666,0.1142652615627339,0.0,0.6951258080935869,1.006227293247479
2,10,200,2022-11-15 19:49:58.072580,pure_competency,3.15,50.61,6.0,7.0,-1008.54,-1005.93,-1534.75,-1440.59,0.3332726942498575,0.1759394337142444,0.4519826545344412,0.6155912739992271,1.898558027554384,0.2159053369892971,0.3293913753604482,0.6673276048971726,0.7133348552251062,0.9178391036220044
2,10,200,2022-11-15 19:49:58.072580,real_parameters,,,,,,,-1508.52,-1504.15,,,,0.0,0.0,0.0,0.0,0.5899088564788684,0.4930962495172817,0.7325649779843298
3,10,200,2022-11-15 19:54:03.984569,late_em,2.6,268.04,5.0,8.0,-1115.55,-1110.51,-1595.82,-1391.78,0.2845705906554092,0.3421358501655788,0.2992961725262935,0.704835965210055,0.568560511655082,0.1473316063247198,0.2923154194435258,0.7159696502321617,0.8622162231688247,1.0573948216959643
3,10,200,2022-11-15 19:54:03.984569,initial,0.0,0.0,0.0,0.0,-1117.41,-1124.38,-1452.68,-1789.46,0.3974385517450636,0.4395300846764431,0.3346888604858747,0.756260463371403,1.3478006317119942,0.2543979297609685,0.5349350905587622,0.7242002882540343,1.061361366474678,1.070311725936891
3,10,200,2022-11-15 19:54:03.984569,difference,2.72,3.52,5.0,6.0,-1116.75,-1113.6,-1477.13,-1432.45,0.3903269570734498,0.2932769855504917,0.3001972296119115,0.5862897221424801,0.4198177281841219,0.2834685646766779,0.3116351779963351,0.7178256076583264,1.1008360845218814,1.0878080320858965
3,10,200,2022-11-15 19:54:03.984569,real_early,,234.4,,8.0,,,-1687.11,-1587.32,,,,0.5895371635359208,1.290280172206958,0.3345804586842055,0.2171059137328548,0.0,0.8897188213799881,1.1363102302190466
3,10,200,2022-11-15 19:54:03.984569,pure_competency,3.12,128.37,6.0,9.0,-1116.44,-1111.83,-1523.33,-1467.88,0.2560107310942916,0.2481905773559002,0.1066404655320338,0.4885095232891966,1.471200028749349,0.1497249024721914,0.3419832015255623,0.700640803867608,0.898391981664632,1.0596237078973838
3,10,200,2022-11-15 19:54:03.984569,real_parameters,,,,,,,-1499.07,-1496.13,,,,0.0,0.0,0.0,0.0,0.6895267457665568,0.7936062330702967,1.0206159585332064
2,20,200,2022-11-15 20:05:23.436460,late_em,6.7,119.72,6.0,8.0,-1941.98,-1924.81,-2106.23,-2065.6,0.3772640949744979,0.2764960758714916,0.0811051478020969,0.3516731500413587,0.3540242361788038,0.446203367311364,0.1628755660005514,0.5018452911869232,0.7087516607437219,1.0504584156570465
2,20,200,2022-11-15 20:05:23.436460,initial,0.0,0.0,0.0,0.0,-1941.03,-1996.43,-2072.57,-2398.16,0.5880814045314009,0.443524199949718,0.0258801081914276,0.7742048228743101,1.4731391422989129,0.5352990706138019,0.6831299510342084,0.519288922162606,1.025063395148718,1.1013581458999555
2,20,200,2022-11-15 20:05:23.436460,difference,4.79,4.68,6.0,6.0,-1941.33,-1923.43,-2077.38,-2053.46,0.3960479409572403,0.3055740373057702,0.1013991247496742,0.3672768018119943,0.3062827781221692,0.3942656169839233,0.1181942713179944,0.5036543759218258,0.9793310960390272,1.0047158611214135
2,20,200,2022-11-15 20:05:23.436460,real_early,,90.35,,7.0,,,-2126.5,-2147.98,,,,0.3231989268372991,0.3495639085301613,0.4998339774365083,0.19894298806442,0.0,0.6090697504669501,1.0386133273269305
2,20,200,2022-11-15 20:05:23.436460,pure_competency,6.0,116.59,6.0,9.0,-1942.75,-1924.62,-2125.14,-2127.29,0.2820257661183841,0.2426424944496425,0.3276732824018461,0.255195754218874,0.4209798255565595,0.4626009158446307,0.4201006776490186,0.536518409703614,0.7222287225208335,1.0491182752551051
2,20,200,2022-11-15 20:05:23.436460,real_parameters,,,,,,,-2083.72,-2084.61,,,,0.0,0.0,0.0,0.0,0.4989557261189302,0.6433592982888797,0.6906863944058608
3,20,200,2022-11-15 20:11:35.211020,late_em,7.25,251.84,6.0,7.0,-2023.04,-2009.99,-2197.39,-1998.78,0.2149042285817308,0.2073534430398645,0.1555207060169159,0.4474837344969175,0.4209100255650554,0.3121302114324867,0.293444535739815,0.5970013630927965,0.8004794952740742,1.1250222605703817
3,20,200,2022-11-15 20:11:35.211020,initial,0.0,0.0,0.0,0.0,-2022.16,-2069.2,-2032.1,-2552.98,0.4273818703234424,0.473437797308292,0.1337700846809762,0.7467373096181712,1.2513842695949016,0.345024189168109,0.4272396855266244,0.6016810514532288,1.000761455544103,1.1360068363013605
3,20,200,2022-11-15 20:11:35.211020,difference,7.38,9.45,6.0,7.0,-2022.99,-2007.12,-2010.17,-1978.55,0.2770105988650941,0.1862888644236324,0.1769202394049678,0.3682031471882606,0.5369402018380344,0.2772202237532271,0.213389551418401,0.6028324062209452,1.05769260534071,1.090153634634878
3,20,200,2022-11-15 20:11:35.211020,real_early,,251.64,,7.0,,,-2201.48,-2186.01,,,,0.3140346132286311,0.3354694656741466,0.4127768888879318,0.2689187155174506,0.0,0.7946161286396175,1.1852041797390944
3,20,200,2022-11-15 20:11:35.211020,pure_competency,7.51,241.45,6.0,9.0,-2023.93,-2018.2,-2101.03,-2094.67,0.2249702388927153,0.1990696781592898,0.3173938877798374,0.4679917806117271,0.8073620739100519,0.3222032096557802,0.3487500791317346,0.6230032275055916,0.7575063923389201,1.105837407657038
3,20,200,2022-11-15 20:11:35.211020,real_parameters,,,,,,,-2025.62,-2023.94,,,,0.0,0.0,0.0,0.0,0.57640664403498,0.6418026543690691,0.8668571931429292
2,10,30,2022-11-15 20:25:07.400805,late_em,3.96,154.23,8.0,32.0,-169.54,-159.23,-200.53,-186.8,1.931973872269832,0.6505119367469616,0.0860549097960133,23.29418619412577,4.069579962131001,0.4289408787933367,0.3037688430369382,0.6960891955213889,0.8397260599473779,1.0380800621389152
2,10,30,2022-11-15 20:25:07.400805,initial,0.0,0.0,0.0,0.0,-169.13,-172.57,-191.77,-221.43,0.598741307526337,0.4181898443434936,0.3535533905932738,0.8486071923129858,1.1727872186583197,0.4942018034163776,1.013007805991642,0.7257575469512282,0.889112982307055,1.0604913473671769
2,10,30,2022-11-15 20:25:07.400805,difference,3.08,3.55,8.0,8.0,-169.16,-158.64,-204.21,-198.14,1.751131071425456,0.6777159402072878,0.0835093258265207,2.517961460303337,1.704951187765261,0.4294789374808297,0.305272953493324,0.6989137162415904,1.1099008356261657,1.0230889825348677
2,10,30,2022-11-15 20:25:07.400805,real_early,,32.14,,9.0,,,-204.64,-183.97,,,,3.9062527938072926,3.774866365830549,0.4820577299452836,0.3847414683914381,0.0,0.8102431474123297,1.074764805821108
2,10,30,2022-11-15 20:25:07.400805,pure_competency,3.33,26.71,8.0,9.0,-169.34,-158.44,-194.92,-182.96,1.8939639255581533,0.9190696441350664,0.0,4.119188878789761,2.947806820757917,0.215267556358984,0.4843589663494146,0.6946141386983744,0.7502680266546069,0.9219541543267954
2,10,30,2022-11-15 20:25:07.400805,real_parameters,,,,,,,-198.64,-199.7,,,,0.0,0.0,0.0,0.0,0.6344892040357459,0.6091176094902697,0.9233926350435792
3,10,30,2022-11-15 20:28:59.896182,late_em,3.2,137.21,7.0,14.0,-175.08,-162.72,-234.6,-188.79,0.9359365815116756,0.6691392521212987,0.3384400816819557,7.376041819698404,7.621513620623124,0.2545103512411408,0.3504331034591338,0.6832133515565411,0.7600081162188562,0.9961122761415216
3,10,30,2022-11-15 20:28:59.896182,initial,0.0,0.0,0.0,0.0,-175.12,-173.32,-214.79,-273.19,0.8003813445240925,0.4647637224572642,0.2984746778762536,0.6923862101329942,1.418712504491239,0.2925739298783206,0.3374147760711008,0.6733604399635122,0.8541966709716864,1.014353384455983
3,10,30,2022-11-15 20:28:59.896182,difference,3.71,4.85,7.0,8.0,-175.67,-163.01,-214.87,-196.87,1.079015431292108,0.8009922654416656,0.3609542507176098,2.0346428978535416,3.115077822495587,0.3316354961508439,0.4134182103477407,0.6955850106083288,1.0430853699277924,1.0464014250305422
3,10,30,2022-11-15 20:28:59.896182,real_early,,69.92,,10.0,,,-250.1,-222.48,,,,3.292308295184044,5.525855330709253,0.2890632014706203,0.1011883721910115,0.0,0.7511994771817035,1.0352823750092652
3,10,30,2022-11-15 20:28:59.896182,pure_competency,3.26,36.79,7.0,8.0,-175.43,-163.32,-233.21,-209.7,0.948031875262128,0.7844917486938537,0.2526711081403825,3.786247479152053,4.227388347275764,0.2525447518983033,0.1629911659533595,0.767026452715558,0.8041057542586777,1.0057276116005196
3,10,30,2022-11-15 20:28:59.896182,real_parameters,,,,,,,-221.22,-219.38,,,,0.0,0.0,0.0,0.0,0.6630659431631765,0.5671336166137693,0.8786537438848656
2,20,30,2022-11-15 20:33:27.116069,late_em,6.55,58.21,7.0,11.0,-289.51,-240.53,-364.79,-315.26,2.589932028637714,3.621457264204477,0.0437699097554472,3.154217679215153,1.8629278062461645,0.3205702029197348,0.2474996212118313,0.6397611950678848,0.6159113460486109,0.995074841011429
2,20,30,2022-11-15 20:33:27.116069,initial,0.0,0.0,0.0,0.0,-290.04,-274.43,-344.98,-383.58,0.5124984221396394,0.853491302910992,0.1523108006675823,0.708221134699015,0.8723834562613163,0.3930599636187842,0.6044339252556891,0.5555003121000662,0.95528042982127,0.9851210811073298
2,20,30,2022-11-15 20:33:27.116069,difference,6.67,8.0,7.0,8.0,-290.33,-240.55,-359.01,-313.85,2.6504376248038897,3.906344786645686,0.0746704928335148,1.4824594530847672,1.4679470500455285,0.31025781005603,0.2309627932055825,0.6426435527316605,0.9521709049670708,0.943439982912706
2,20,30,2022-11-15 20:33:27.116069,real_early,,33.93,,7.0,,,-343.04,-318.72,,,,2.0385168146726644,0.7075584835542743,0.3587454599015853,0.3188116528610584,0.0,0.5516798897578497,0.9996093882673114
2,20,30,2022-11-15 20:33:27.116069,pure_competency,7.93,30.67,8.0,8.0,-290.36,-239.83,-361.05,-321.06,2.965182368366471,3.8909372430045166,0.2012425899256914,2.8410549124809656,1.2052044431461575,0.2754267574432154,0.2253784037185799,0.68666341996952,0.6116782761957117,0.9411029756506626
2,20,30,2022-11-15 20:33:27.116069,real_parameters,,,,,,,-332.86,-334.7,,,,0.0,0.0,0.0,0.0,0.445112650015199,0.3730490074931595,0.7760664075118852
3,20,30,2022-11-15 20:36:05.200891,late_em,9.22,303.05,8.0,19.0,-280.35,-255.11,-343.5,-290.85,2.435790959183904,1.0455865388277064,0.1729701708387894,8.94208763134851,6.63387783000725,0.4124906948445423,0.403119563873769,0.6272222783028035,0.9494329507378778,1.065459551193821
3,20,30,2022-11-15 20:36:05.200891,initial,0.0,0.0,0.0,0.0,-279.95,-285.71,-364.8,-454.15,0.4337079638027528,0.4883702811806335,0.1684651299230793,0.7358329840551519,2.213850557330903,0.2977444793778719,0.3192422799901876,0.6080869644853922,1.0314690745028272,0.9869780541849243
3,20,30,2022-11-15 20:36:05.200891,difference,7.34,11.17,7.0,9.0,-279.77,-255.26,-356.76,-312.57,2.045799422338696,0.9457096023948596,0.1695003703699657,2.964372507138852,4.950079773010574,0.3217736505554665,0.2311113127802192,0.6324287123689999,0.8670242898928112,0.955663293863404
3,20,30,2022-11-15 20:36:05.200891,real_early,,451.73,,23.0,,,-400.41,-354.72,,,,9.621391937424256,11.975084381931442,0.4124906948445423,0.403119563873769,0.0,0.9174295996969982,1.065459551193821
3,20,30,2022-11-15 20:36:05.200891,pure_competency,7.77,134.93,8.0,16.0,-279.98,-255.82,-343.44,-291.72,2.380622646208429,1.1041338672163898,0.3652129515775693,6.004776853627652,6.559021790115785,0.3034082594032001,0.3399041347639827,0.6902999354982063,0.8065169434583996,0.980224176659406
3,20,30,2022-11-15 20:36:05.200891,real_parameters,,,,,,,-347.45,-346.51,,,,0.0,0.0,0.0,0.0,0.5793401392891014,0.4341847410645975,0.7894110449359076
2,10,100,2022-11-15 20:51:39.900023,late_em,2.97,63.12,6.0,10.0,-523.47,-516.28,-723.91,-623.4,0.3984584471089736,0.2763220289945715,0.2646700681981248,0.5970533643593215,1.153306994372342,0.1984192593978719,0.3951647377993132,0.6870473659486033,0.7800429140616134,0.919757077725469
2,10,100,2022-11-15 20:51:39.900023,initial,0.0,0.0,0.0,0.0,-523.78,-540.6,-670.25,-764.03,0.7816994671422862,0.3071322804591259,0.1994041122946064,0.7686996438229663,0.9698744841286336,0.3683594745625528,0.6953694269954641,0.7021458072809892,0.8543100444238483,0.9878534472453392
2,10,100,2022-11-15 20:51:39.900023,difference,3.12,3.39,6.0,7.0,-523.64,-516.66,-652.14,-627.39,0.468840766212992,0.3153779233818001,0.2650943322668366,0.3130052088140086,0.4715069025242764,0.2630682378690022,0.290241025531273,0.690468226385784,0.9743641875427128,0.9380213321112896
2,10,100,2022-11-15 20:51:39.900023,real_early,,56.1,,9.0,,,-707.39,-678.03,,,,0.2695034614668363,0.9183226296786818,0.3327580239453288,0.2016730770331032,0.0,0.786039153295737,0.9454224656388426
2,10,100,2022-11-15 20:51:39.900023,pure_competency,2.61,39.51,6.0,8.0,-523.44,-514.94,-691.97,-645.66,0.52403440484735,0.3239007327675101,0.1541492782986673,0.3590685567823814,1.022927240367952,0.1825725332621867,0.2722402424460592,0.6912263411726921,0.7091214982456644,0.9129038905918716
2,10,100,2022-11-15 20:51:39.900023,real_parameters,,,,,,,-668.82,-663.31,,,,0.0,0.0,0.0,0.0,0.6669848018654267,0.6663651098708737,0.8217343507372294
3,10,100,2022-11-15 20:54:44.740288,late_em,3.24,282.44,6.0,12.0,-542.27,-533.16,-675.47,-622.22,0.3698775637035991,0.4730444386211348,0.1772964027961211,6.927083009467276,3.004357041939673,0.3989354166612268,0.3686770462673862,0.698604895712909,0.8867832770840831,1.094377225170997
3,10,100,2022-11-15 20:54:44.740288,initial,0.0,0.0,0.0,0.0,-542.0,-542.97,-677.8,-854.78,0.4351588727277333,0.4629119695260389,0.1676251505923592,0.6384990193207963,1.88181874230741,0.3554045081937544,0.3848900246968101,0.6992915302648014,0.8857357523892206,1.0792540121072989
3,10,100,2022-11-15 20:54:44.740288,difference,2.92,2.52,6.0,6.0,-542.06,-533.2,-678.59,-656.91,0.3307200432815419,0.4789976734836293,0.1832874973004614,1.094866541067995,0.9026879244294312,0.3358535197708615,0.3818815512053294,0.7010912108463949,0.959998808906201,1.0849565500153924
3,10,100,2022-11-15 20:54:44.740288,real_early,,171.28,,9.0,,,-744.68,-700.95,,,,3.251717379894192,1.3642257665135964,0.3694447425228538,0.3672037974870207,0.0,0.8425802479947126,1.047017027703438
3,10,100,2022-11-15 20:54:44.740288,pure_competency,2.49,84.08,6.0,9.0,-541.52,-533.12,-713.37,-671.01,0.3142555469920841,0.5712259135097361,0.329323164485383,3.446285681385155,3.0166059044377724,0.3738429708324381,0.4493608134858068,0.7449194789342491,0.9107364719137956,1.0788421031904083
3,10,100,2022-11-15 20:54:44.740288,real_parameters,,,,,,,-687.46,-687.73,,,,0.0,0.0,0.0,0.0,0.6911407490434324,0.6157659138871767,0.845033610334043
2,20,100,2022-11-15 21:04:12.700937,late_em,4.57,87.68,6.0,9.0,-991.29,-969.74,-1183.14,-1140.35,0.5568944524054629,0.6250936344763482,0.1447447667447773,0.3477081107332785,0.3936143680921661,0.4276142040437852,0.1577460538333685,0.5736151786016774,0.7704229865148521,1.0427742097840595
2,20,100,2022-11-15 21:04:12.700937,initial,0.0,0.0,0.0,0.0,-988.23,-1017.47,-1152.11,-1293.57,0.6395437123949198,0.6333499340722969,0.1846255805678075,0.8347447107845891,1.5595136297423524,0.4600606753461982,0.7185379878614632,0.5779488071321288,1.3260645907959157,1.0575775777835237
2,20,100,2022-11-15 21:04:12.700937,difference,5.11,5.47,6.0,6.0,-989.97,-969.89,-1169.71,-1128.81,0.541650408345353,0.5508681367452695,0.1241679507763577,0.3732745608036885,0.4500715335185115,0.3100900003759997,0.0417641842103988,0.5655753883571016,1.001258448581887,0.9337418142331194
2,20,100,2022-11-15 21:04:12.700937,real_early,,74.61,,9.0,,,-1230.02,-1181.68,,,,0.369966689464917,0.7765786506701334,0.4884750019192384,0.105672915167511,0.0,0.7131389237666236,1.054673710836547
2,20,100,2022-11-15 21:04:12.700937,pure_competency,3.73,69.73,6.0,9.0,-989.04,-970.65,-1181.81,-1131.96,0.4260222659900851,0.4954778114094539,0.1689278100254662,0.3285252079790567,0.7161574483181866,0.3210036768278184,0.286089115745276,0.5769084218509073,0.6997675679801088,0.9805010821827812
2,20,100,2022-11-15 21:04:12.700937,real_parameters,,,,,,,-1177.37,-1174.61,,,,0.0,0.0,0.0,0.0,0.5301075285902433,0.6367611098785824,0.7444993685132506
3,20,100,2022-11-15 21:08:37.153976,late_em,5.29,150.32,6.0,7.0,-887.81,-869.19,-1205.3,-1125.3,0.4141154377383665,0.5064138818598969,0.1983858753932737,0.8349922559041217,0.473395238170106,0.2743057782840164,0.3842334128567628,0.6379161682976701,0.7727300392911108,0.9946285271563876
3,20,100,2022-11-15 21:08:37.153976,initial,0.0,0.0,0.0,0.0,-886.45,-911.89,-1174.91,-1559.44,0.5634824788733627,0.5791729803143187,0.1611393392895312,0.7366474307650065,1.63297396727692,0.4008992031809382,0.6677683913187599,0.6380211958990096,1.562441664059646,1.023687805020033
3,20,100,2022-11-15 21:08:37.153976,difference,5.81,8.14,6.0,7.0,-887.89,-865.7,-1173.62,-1135.35,0.390481663409033,0.4599723996320627,0.1839041688851379,0.4433661894795288,0.6328962408054662,0.4373657016295342,0.0590809973585684,0.6402030553917768,0.9954436975585308,1.0365771629546727
3,20,100,2022-11-15 21:08:37.153976,real_early,,144.7,,7.0,,,-1204.62,-1178.78,,,,0.4959548415311101,0.4927199357924979,0.3071621287420266,0.3395216880652348,0.0,0.7133695737236292,0.9356859752162172
3,20,100,2022-11-15 21:08:37.153976,pure_competency,4.9,127.07,6.0,9.0,-887.17,-872.52,-1206.89,-1164.96,0.3999480241075051,0.5334743188477338,0.3552609338375261,0.6696109099474921,1.234975381575912,0.2751931310129728,0.3255134059096382,0.6710503673852364,0.683667380621725,0.9909849380471216
3,20,100,2022-11-15 21:08:37.153976,real_parameters,,,,,,,-1171.59,-1176.64,,,,0.0,0.0,0.0,0.0,0.6025077017106867,0.4976305357805925,0.7729855759838835
2,10,200,2022-11-15 21:16:22.334005,late_em,2.94,47.38,6.0,6.0,-1084.1,-1074.62,-1230.99,-1170.14,0.2247053230727812,0.1636911018445301,0.0134352149219875,0.7386176219350353,0.6095996809249804,0.2048630152077236,0.3479467452067917,0.6556455987046221,0.8402855532145819,1.0571428472876447
2,10,200,2022-11-15 21:16:22.334005,initial,0.0,0.0,0.0,0.0,-1083.21,-1103.61,-1323.23,-1453.0,0.3412000691982805,0.4334335618042989,0.0588312841947207,0.9316531565367738,1.599396716712176,0.2042037707781127,0.4549305056819118,0.6500111636446556,0.8273694303855732,1.0529277108117334
2,10,200,2022-11-15 21:16:22.334005,difference,2.61,2.65,6.0,6.0,-1083.44,-1075.36,-1284.3,-1254.99,0.224108143815781,0.2080634081252684,0.0176776695296636,0.5967030836543553,0.3653024345953521,0.0939956742956063,0.2695875725800302,0.6472917928136507,0.9028792844200056,1.0268261623729713
2,10,200,2022-11-15 21:16:22.334005,real_early,,61.49,,7.0,,,-1356.82,-1310.14,,,,0.6683777770538268,0.3983933733773959,0.1695322535684582,0.3071803745358742,0.0,0.778837520978325,1.0449049579245075
2,10,200,2022-11-15 21:16:22.334005,pure_competency,3.3,73.72,6.0,8.0,-1084.44,-1078.32,-1292.64,-1223.66,0.2552730184439373,0.1722409041400923,0.4123846747879945,0.552787348067464,1.5496152829044283,0.2296096355713145,0.5010462892675361,0.7328865373385252,0.8956684545299071,1.052009735550231
2,10,200,2022-11-15 21:16:22.334005,real_parameters,,,,,,,-1310.59,-1309.09,,,,0.0,0.0,0.0,0.0,0.645352073380338,0.559008739510709,0.9847811774917722
3,10,200,2022-11-15 21:19:59.545027,late_em,2.89,250.79,6.0,8.0,-1094.89,-1083.07,-1514.58,-1305.71,0.3217604730201915,0.3495226938579951,0.1372737815866931,0.4701534334499674,1.1102618553717876,0.1860193090335875,0.2584258629987848,0.6975352603628822,0.8597712937189778,1.10851979853666
3,10,200,2022-11-15 21:19:59.545027,initial,0.0,0.0,0.0,0.0,-1093.13,-1100.59,-1426.77,-1665.12,0.3649634174542064,0.4550034066991779,0.1157516402571567,0.7796918841511523,0.7379754908940512,0.3560570335088343,0.5842139619465914,0.6974337445377992,0.9827678944027244,1.160435625600167
3,10,200,2022-11-15 21:19:59.545027,difference,3.73,4.11,6.0,7.0,-1094.12,-1083.85,-1405.33,-1343.03,0.3298301802052826,0.3154962136241577,0.1236941389072255,0.3144678662951065,0.717144777346872,0.3083848786166515,0.278493729310328,0.6983012265878112,1.0581476670589447,1.1416176060230725
3,10,200,2022-11-15 21:19:59.545027,real_early,,194.05,,7.0,,,-1578.39,-1527.83,,,,0.2538083105816636,0.8475168714620436,0.3300159676271572,0.2120313551236127,0.0,0.8868261173739193,1.1610164211121623
3,10,200,2022-11-15 21:19:59.545027,pure_competency,3.35,137.23,6.0,9.0,-1091.55,-1092.06,-1493.75,-1430.66,0.34904483489738,0.3671171731848534,0.3672701064762978,0.3425026742351239,1.8491054827457265,0.2931406341162842,0.421811847118212,0.7761951697339882,0.9506702582315666,1.1263560859209234
3,10,200,2022-11-15 21:19:59.545027,real_parameters,,,,,,,-1408.78,-1416.88,,,,0.0,0.0,0.0,0.0,0.6898139844222572,0.6864870883051626,0.9514340029891218
2,20,200,2022-11-15 21:30:31.056813,late_em,6.37,153.68,6.0,9.0,-2088.1,-2071.53,-2086.21,-2000.65,0.3015163070930642,0.1789474831143007,0.0802566352397108,0.4934578870197457,0.5422106467942718,0.3129580722716703,0.323713758589282,0.5016668092471264,0.7721932131836747,0.9550253534620852
2,20,200,2022-11-15 21:30:31.056813,initial,0.0,0.0,0.0,0.0,-2085.96,-2120.4,-2076.16,-2319.48,0.4632662441913385,0.381705654510542,0.0451134126397017,0.9205584002489272,1.4837967493332116,0.1818391115794399,0.2121320343559642,0.5018178390482346,0.9096057267615424,0.922807790215142
2,20,200,2022-11-15 21:30:31.056813,difference,6.67,5.82,6.0,6.0,-2086.07,-2068.35,-2068.97,-2030.92,0.3511719390327554,0.2129419879168186,0.0925602911620313,0.3653370397833396,0.9113891159671784,0.2455913366907186,0.2260143915987366,0.5087352827248116,0.9390205022241926,0.9272184566828744
2,20,200,2022-11-15 21:30:31.056813,real_early,,118.44,,8.0,,,-2163.17,-2097.21,,,,0.5731691972458657,0.3173433680428514,0.3184489401772284,0.2681853929653887,0.0,0.7049082074458587,0.9731049931161928
2,20,200,2022-11-15 21:30:31.056813,pure_competency,4.94,120.07,6.0,9.0,-2085.88,-2075.12,-2167.2,-2047.25,0.2469228266902491,0.1594892108064379,0.308439977953572,0.4777680885485326,1.545169347657371,0.1482729154786773,0.0260303641578065,0.5460201329843317,0.7107380989127833,0.9230730269664787
2,20,200,2022-11-15 21:30:31.056813,real_parameters,,,,,,,-2060.37,-2055.26,,,,0.0,0.0,0.0,0.0,0.5019866842284118,0.5440748822790883,0.7963862778906784
3,20,200,2022-11-15 21:37:51.862274,late_em,7.73,383.68,6.0,9.0,-2064.99,-2044.52,-2039.35,-1898.48,0.3629946043947842,0.3018614565664347,0.1250619890738633,0.803695019134534,0.5765360150404563,0.4038494576503037,0.2597575343790179,0.6017875637750165,0.8180869060286534,1.0451978986449308
3,20,200,2022-11-15 21:37:51.862274,initial,0.0,0.0,0.0,0.0,-2062.65,-2134.3,-1863.27,-2431.89,0.6240484185288633,0.4990188699185577,0.2410081142018067,0.8669854027875575,1.6370994031904704,0.4705432900146147,0.6375817124102605,0.6300456991831319,1.3295784184551034,1.0576115952189953
3,20,200,2022-11-15 21:37:51.862274,difference,7.22,9.36,6.0,7.0,-2065.27,-2051.52,-1915.6,-1895.73,0.3962547820864439,0.3202480079456117,0.1293543110135019,0.4842340763054276,0.9632716343063444,0.3804529024106764,0.2122794597719013,0.6024633474460125,1.004610089568663,0.9926421113293682
3,20,200,2022-11-15 21:37:51.862274,real_early,,365.45,,9.0,,,-2113.49,-2056.88,,,,0.6247531447899176,0.6499464946352786,0.5113850441040815,0.1796217414457392,0.0,0.8838782559084642,1.151651131182041
3,20,200,2022-11-15 21:37:51.862274,pure_competency,6.82,277.39,6.0,9.0,-2061.4,-2050.75,-1971.2,-1963.62,0.3659469202184848,0.3882847881829648,0.2511228561658394,0.7310538900475304,0.5293630692652028,0.3812025212481169,0.3195746199443458,0.6141107371808076,0.7722787634469963,1.0059821905016886
3,20,200,2022-11-15 21:37:51.862274,real_parameters,,,,,,,-1924.0,-1921.84,,,,0.0,0.0,0.0,0.0,0.5815884286445994,0.6672598609978236,0.8078107073349956
2,10,30,2022-11-15 21:56:08.548331,late_em,2.86,23.83,6.0,7.0,-161.51,-148.57,-190.25,-174.23,1.1170526420494342,1.6082932610447134,0.007566042558696,4.228557467611077,3.9181860354522335,0.1652013468468099,0.1945556925407221,0.6917853492854018,0.8254991396798629,1.127036964187002
2,10,30,2022-11-15 21:56:08.548331,initial,0.0,0.0,0.0,0.0,-161.16,-157.31,-200.06,-225.91,0.4757425083716382,0.9958579646236184,0.0944694659665227,1.0244998388007995,1.7035313095886793,0.1241032130929735,0.3951539130516108,0.7052402382659203,0.8018652207059995,1.106403982387434
2,10,30,2022-11-15 21:56:08.548331,difference,2.69,3.9,6.0,8.0,-161.16,-148.59,-191.4,-185.09,1.2023390017186917,1.624938831580568,0.0132937015161315,1.3107387314528225,3.1562564820519503,0.3462781783604249,0.1494475260341177,0.6795052233448187,0.9495238782207224,1.1432984772391712
2,10,30,2022-11-15 21:56:08.548331,real_early,,21.78,,8.0,,,-200.51,-190.79,,,,4.990279931853919,1.5940289904699088,0.0919150830930375,0.2588988798739771,0.0,0.7786707131139201,1.0709297852003734
2,10,30,2022-11-15 21:56:08.548331,pure_competency,1.95,15.55,6.0,7.0,-161.93,-149.8,-195.65,-184.64,1.1676387309856933,1.615583397676399,0.4480228565597965,4.289817986585272,5.327283829093073,0.1192355373355394,0.3891126295236115,0.8198666816563008,0.8457067036876407,1.128653372867584
2,10,30,2022-11-15 21:56:08.548331,real_parameters,,,,,,,-207.35,-207.6,,,,0.0,0.0,0.0,0.0,0.5752478154466684,0.7030993798084105,1.0352046306171625
